x,y,target
0.6714301858207395,0.6357263036444611,1.0
0.14623383993066985,0.16274204959936112,1.0
0.20479217849398618,0.1819085084981249,1.0
0.01636130690125115,0.9456631039958908,1.0
0.2829245163364317,0.13737233204646504,1.0
0.6267190605886679,0.7611495101367993,1.0
-0.244376615788375,0.8325418268926063,1.0
0.5753724165094537,0.6552489823055369,1.0
0.9842594092733072,0.7075192188718409,1.0
0.9367877789005212,0.37696202542659896,1.0
0.6043809577509436,-0.26698505760926394,1.0
0.8091029785585387,1.2165139270909195,1.0
-0.5084619845397804,0.9039899756472419,1.0
0.2911532670931708,0.7669350665738621,1.0
0.4020202350408355,0.7168289379981054,1.0
0.5014677912551196,1.0037288976039036,1.0
0.2652298902186452,0.1013094790878018,1.0
0.4394754290696066,0.5710717290762446,1.0
0.4377004005686859,0.1568251735851991,1.0
-0.21705652469201053,0.30737628461542965,1.0
1.068502101686469,0.918652654106634,1.0
0.19574074463483732,0.6196243608304058,1.0
0.8318276745673083,0.8649390691517722,1.0
0.1896151573905136,0.805193072572576,1.0
0.7883759810876123,0.7421114643241691,1.0
0.6887125013262272,0.8264975528143943,1.0
0.5016766569857326,0.6409686951231656,1.0
0.5942394928867014,0.8235728139413526,1.0
0.04893653136628234,-0.07309749857094072,1.0
1.0259378854771515,0.7584027043441118,1.0
0.3858168976250552,0.6866845730217258,1.0
0.8979589947345566,0.6685649808232597,1.0
0.07701673162891881,-0.09984458664209517,1.0
0.09873753471058533,0.5075749827128618,1.0
0.4869960091764142,1.1849859921182364,1.0
0.5851091428750284,0.40812067966343685,1.0
0.7573703109493628,0.7705355371075258,1.0
0.6592814775264717,0.2525653404511633,1.0
0.45630058856050193,0.3136584363517777,1.0
0.19598492731997452,0.35111067044879263,1.0
0.3270856614675544,0.23242060236513568,1.0
0.5831419883845723,0.9129009624603722,1.0
0.8581777703228495,0.6593436331499526,1.0
0.10407682057403195,0.3641107855795454,1.0
0.45628135767870354,0.9729369292462198,1.0
0.7819751173691588,0.6527104101283632,1.0
0.7516647565192753,0.7417339720231805,1.0
0.45413437450480443,0.48553605077144085,1.0
0.8053475899907934,0.6005138058986614,1.0
0.4269845379410294,0.34148682951632253,1.0
0.5163441258323438,0.10608930225934171,1.0
0.42931498676664587,0.8320325351947878,1.0
0.3811400750784921,0.1398199845102744,1.0
0.16375668224928047,0.8652369801564004,1.0
0.09389465663140784,0.9646529694317664,1.0
0.8198847928359396,0.9256565011436038,1.0
0.6136541381172205,0.8495808327096308,1.0
0.9032674102251339,0.5190758007185509,1.0
0.9096817713780823,0.44599759088333024,1.0
0.3836336840717613,0.018530813772340282,1.0
0.577200533365031,0.7737045205211424,1.0
0.377950463406702,0.7658058145313174,1.0
0.3835988112968848,0.46161711482398465,1.0
0.35405676367203653,0.8090437325090087,1.0
0.22726191486800285,0.39457362056874024,1.0
0.9352972332231482,0.9022185685950882,1.0
0.3441532123089849,0.24607068720699682,1.0
0.8979907322460428,0.7534086018408136,1.0
0.12162234003339889,0.8501478286590345,1.0
-0.0055675242127289915,0.4358941292925987,1.0
0.7399000214270904,0.48093643154027155,1.0
0.6677024538558644,0.4699062366459833,1.0
0.4822571035090174,0.5237849952331796,1.0
0.39129622260223956,0.681860590067167,1.0
0.6615622217167237,0.7876184389357709,1.0
0.6198735489681828,0.5484673600237863,1.0
0.09480447946168241,0.83180298527222,1.0
0.45007903446962594,0.2390194018803159,1.0
0.33287649679911896,0.13085810607153797,1.0
0.3330082448226893,0.13570532956565023,1.0
0.11924956332532555,0.6351360284003746,1.0
0.1648374973104033,0.6377280280005292,1.0
0.9747445722383934,1.0678496302421836,1.0
0.2669683924661898,0.6568326328955418,1.0
0.09267128452943846,0.7973501490604875,1.0
0.7380317290892379,0.6528586145676272,1.0
0.831214167403783,0.12267848323417907,1.0
0.9162793516568639,0.6747459897115938,1.0
0.7008968450575049,1.2040468712131958,1.0
0.7866914367834665,0.5705556471859785,1.0
0.8466427783415797,1.119413393705618,1.0
0.34959517992047145,0.993438330818037,1.0
-0.015103005226064115,0.07113571383442485,1.0
0.8142550670273047,0.4227722098933496,1.0
0.4642007084587481,0.6436789927760851,1.0
0.6029731768175918,0.565422925341047,1.0
0.2100432928506335,0.5763525425195744,1.0
0.4162473289037091,0.2877843434762423,1.0
0.33597258346523207,0.35093108217371094,1.0
0.9132429601099824,0.4476123971645408,1.0
0.24650607778921813,0.15976169938437368,1.0
0.5447947130950748,0.2301053526918201,1.0
0.42583538634793094,0.8438869570678605,1.0
0.6584512926090436,0.7590091194438715,1.0
0.9532999292398373,1.002400456138357,1.0
0.547347477651302,0.5477074477309483,1.0
0.13687983030215184,0.5813647619513975,1.0
-0.20738972875505046,0.7211657957318124,1.0
0.4858997815847185,0.464952975040553,1.0
0.9927809299364889,0.9310462401905046,1.0
0.7272438421981532,0.42945300982970436,1.0
0.4171211772054926,1.0630153033759573,1.0
0.2950187262685934,1.144231338277006,1.0
0.2656778235649653,0.16259246382920217,1.0
0.3863696343329785,0.5185853543702469,1.0
0.8343099836586061,0.30015893549880257,1.0
0.25925107538637615,0.7524850443574439,1.0
0.7589375977847537,0.17555692953598317,1.0
0.7558901733359773,0.2783652667544071,1.0
0.8753078658607614,0.3466993612181999,1.0
0.4261908411498527,0.2003202113034399,1.0
0.1184278885260786,0.9486656532077336,1.0
0.5017346300877277,0.9069470600558256,1.0
-0.3662426513986887,0.6421478623741984,1.0
0.38734952973037384,0.4392897053732927,1.0
0.7196134672685314,0.6739340764431714,1.0
0.3382668776309404,0.514424799951399,1.0
0.4716456097335645,0.6516225723071511,1.0
1.1130949449396854,0.040879624275305115,1.0
0.6238506080939225,0.49325339457044376,1.0
0.4631169108784842,0.22357763617246218,1.0
0.5487190640292544,0.7127254359932119,1.0
1.1931252488899968,0.3866115857240826,1.0
0.7386509592005736,1.2197171007879675,1.0
0.0735545700721083,0.39207291330585203,1.0
0.721205802961547,0.3543378072240596,1.0
0.6460308345706535,0.3248009621366295,1.0
0.9170389197887182,0.8778395628994624,1.0
0.4169449760533453,0.7355095636531661,1.0
0.3094447956045505,0.707952406868718,1.0
0.20161611748181568,0.43778699354989503,1.0
0.44521185886291814,0.3988764276802394,1.0
0.04035906524844424,0.37731811878287635,1.0
0.6090013857735304,0.6868948458412566,1.0
0.9713038724160712,0.4689893967440302,1.0
0.5262206972434379,0.6932025032963909,1.0
0.8238521873819106,0.32844727763579723,1.0
0.7536190953374089,0.3458850806988285,1.0
0.6152652927835459,0.11598351282597502,1.0
0.2600984387150179,0.20722156843518308,1.0
0.39993775352588945,0.29141188775258076,1.0
0.35503706498467424,0.6079179326648678,1.0
0.6064825588629177,0.4248923180527596,1.0
0.9295566370105253,0.5800501773096355,1.0
0.7768217191218041,0.9338403976203824,1.0
0.522392370661146,-0.1530067482723857,1.0
0.8578721747798139,0.6701635517208365,1.0
0.48936043436448784,0.3816785039181166,1.0
0.5107218709915566,0.8640675856746394,1.0
0.47112760578163027,0.35001781986460023,1.0
0.5345337703691604,0.4164528071831234,1.0
0.63883985704367,0.4192833776852605,1.0
0.007143851447618754,0.628715200171047,1.0
0.2762884249238251,0.46815199972250593,1.0
0.7227189659365816,0.5463755303704741,1.0
1.0995608857280943,0.6934280889458883,1.0
0.13452803583720108,0.08381833373510761,1.0
0.3487412856107014,0.06668886618599895,1.0
0.24975335631580586,0.7722019165127478,1.0
